,Abstract Note,fus_related
2152,"With increase in population, modes of transportation and a fast pace of life, an individual's chances of accident and thereby chances of getting fractured have increased significantly. Fracture has thus become a significant factor contributing to morbidity and mortality. To resume a normal life, after one suffers from a fracture is also an ordeal. The transition appears smooth if the fracture healing goes on in a smooth manner as is expected through its routine stages of reactive phase, reparative phase and remodeling phase. But if in this chain something goes wrong or some factors are not optimum upto the mark, then the process becomes unsuccessful and the repair is either partial or directionless. It is therefore very vital to confirm whether or not the callus which bridges the fractured fragments is healthy or not. Here in lies the role of imaging as it can show the status of callus without disturbing it. What complicates the picture is that a callus might not be well demonstratable unless it mineralizes or calcifies. An imaging modality like ultrasound therefore stands out as it can show the state of callus in its different stages. This article aims at demonstrating how ultrasound- a non invasive diagnostic imaging modality can give precise information about the progress of fracture healing and thereby aid in management of fractures, so that an individual can return back to normal productive lifestyle. This preliminary study highlights the spectrum of fracture healing as seen on ultrasound.",0
2153,"The soleal sling may be a site of tibial nerve entrapment. Objective diagnosis of this syndrome is difficult with current nerve conduction study techniques, magnetic resonance imaging, and neurosensory testing. Diagnostic ultrasound is ideally suited to visualize the tibial nerve statically and dynamically as it enters the soleal sling, thus making an objective diagnosis of soleal sling impingement much easier.",0
2157,"Endoscopic ultrasound (EUS) is an emerging technique that can be used to visualize lesions in or adjacent to the gastrointestinal tract. We performed a review of current indications and capabilities of endoscopic ultrasound. EUS provides diagnostic information on submucosal lesions of the gastrointestinal tract. It is the most accurate method for local staging of esophageal and rectal cancer. It appears to be more sensitive in detecting common bile duct stones than endoscopic retrograde cholangiopancreatography. Furthermore, its use avoids the risk of pancreatitis. Lesions deep to the gastrointestinal tract, such as mediastinal nodes or pancreatic lesions, can be biopsied through the EUS endoscope. New therapeutic uses of EUS include aid in endoscopic drainage of pancreatic pseudocysts and celiac axis neurolysis for the treatment of pain from pancreatic cancer. EUS offers many new diagnostic capabilities to visualize and biopsy lesions in or adjacent to the gastrointestinal tract. Therapeutic uses are also emerging for this new technique.",0
2158,"Ultrasound has become essential in the diagnosis and management of the infertile male. Scrotal ultrasonography provides a detailed examination of the testes and assesses the presence or absence of varicoceles and can identify other abnormalities of the scrotal contents and the spermatic cord. Transrectal ultrasonography can ""visualize"" the excurrent ejaculatory ductal system, including the ejaculatory ducts, seminal vesicles, and vas deferens. The expansion of these ultrasonographic techniques has provided the urologist with non- or minimally invasive techniques with which to evaluate the infertile male. These advancements consequently have led to innovative surgical and radiologic treatments.",0
2160,"The aim of this study was to compare the diagnostic performance of gray-scale ultrasound (US), elastography and a combination of gray-scale ultrasound and elastography (US-E) in differentiating benign and malignant thyroid nodules with respect to the level of physician experience. Three hundred fifty-eight patients with 367 thyroid nodules who underwent both gray-scale US and elastography, from November 2011 to January 2012, were included in this study. The diagnostic performance of US performed by experienced and less experienced physicians was compared. Comparisons of the diagnostic performance of US, elastography and US-E were evaluated for each group separately. Of 367 nodules, 121 were malignant and 246 were benign. When we compared the diagnostic performance of the experienced and less experienced physician groups, specificity was statistically higher in the experienced physician group for both US alone (p = 0.001) and US-E (p = 0.048). However, the experienced and less experienced physician groups did not differ significantly on other measures of diagnostic performance, regardless of modality. For the experienced physicians, the specificity and positive predictive value US were 88.0% and 76.8%, respectively; both of them were significantly higher than the corresponding values for US-E. For the less experienced physicians, specificity was significantly higher on elastography (93.8%) than on US (71.4%) (p < 0.001). However, diagnostic performance did not differ significantly between US and US-E for the less experienced physicians. Experienced physicians had superior specificity compared with less experienced physicians. The diagnostic performance of elastography and US-E was inferior compared with that of US alone, irrespective of the level of experience of the physician.",0
2162,"In recent years, various types of diagnostic imaging methods, such as CT, MRI, PET and Ultrasound, have been developed rapidly and become indispensable as clinical diagnostic tools. Among these imaging modalities, CT, MRI and PET all apply electromagnetic waves like radiation rays. In contrast, an ultrasound imaging method uses a completely different mechanical pressure wave: ""sound"". Ultrasound has various features, including inaudible sound at very high frequencies, which allows its use in medical diagnoses. That is, ultrasound techniques can be applied in transmission, reflection and Doppler methods. Moreover, the sharp directivity of an ultrasound beam can also improve image resolution. Another big advantage of diagnostic ultrasound is that it does not harm the human body or cause any pain to patients. Given these various advantages, diagnostic ultrasound has recently been widely used in diagnosing cancer and cardiovascular disease and scanning fetuses (Fig. 1) as well as routine clinical examinations in hospitals. In this paper, I outline my almost 50-year history of diagnostic ultrasound research, particularly that performed at the early stage from 1950-56.",0
2163,"BACKGROUND: Noninvasively predicting kidney tubulointerstitial fibrosis is important because it's closely correlated with the development and prognosis of chronic kidney disease (CKD). Most studies of shear wave elastography (SWE) in CKD were limited to non-linear statistical dependencies and didn't fully consider variables' interactions. Therefore, support vector machine (SVM) of machine learning was used to assess the prediction value of SWE and traditional ultrasound techniques in kidney fibrosis. METHODS: We consecutively recruited 117 CKD patients with kidney biopsy. SWE, B-mode, color Doppler flow imaging ultrasound and hematological exams were performed on the day of kidney biopsy. Kidney tubulointerstitial fibrosis was graded by semi-quantification of Masson staining. The diagnostic performances were accessed by ROC analysis. RESULTS: Tubulointerstitial fibrosis area was significantly correlated with eGFR among CKD patients (R = 0.450, P < 0.001). AUC of SWE, combined with B-mode and blood flow ultrasound by SVM, was 0.8303 (sensitivity, 77.19%; specificity, 71.67%) for diagnosing tubulointerstitial fibrosis (>10%), higher than either traditional ultrasound, or SWE (AUC, 0.6735 [sensitivity, 67.74%; specificity, 65.45%]; 0.5391 [sensitivity, 55.56%; specificity, 53.33%] respectively. Delong test, p < 0.05); For diagnosing different grades of tubulointerstitial fibrosis, SWE combined with traditional ultrasound by SVM, had AUCs of 0.6429 for mild tubulointerstitial fibrosis (11%-25%), and 0.9431 for moderate to severe tubulointerstitial fibrosis (>50%), higher than other methods (Delong test, p < 0.05). CONCLUSION: SWE with SVM modeling could improve the diagnostic performance of traditional kidney ultrasound in predicting different kidney tubulointerstitial fibrosis grades among CKD patients.",0
2164,"BACKGROUND: Doppler ultrasound can diagnose testicular torsion with high sensitivity and specificity but may delay surgical treatment. This study aims to assess whether the use of doppler ultrasound, in cases with intermediate clinical suspicion of testicular torsion, can improve diagnostic accuracy compared to clinical assessment alone. METHODS: We implemented a new clinical algorithm where patients with intermediate suspicion of testicular torsion undergo doppler ultrasound within 60 min. This study compared the patients that presented within one year prior to the implementation (group 1) to the patients who presented within one year after the implementation (group 2). The primary outcome measure was failure to confirm testicular torsion upon surgical exploration (negative surgical exploration). Missed testicular torsion was one of the secondary endpoints. RESULTS: 590 consecutive patients were included. 322 (55%) in group 1 and 268 (45%) in group 2. There were 9 (2.8%) testicular torsions in group 1 vs 9 (3.4%) in group 2 (p = 0.69) and 2 (0.6%) missed testicular torsions in group 1 vs 0 in group 2 (p = 0.50). Doppler ultrasound was performed in 65 patients (24.2%) in group 2 vs 0 in group 1 (p < 0.01). Negative surgical exploration was performed in 27 (8.4%) patients in group 1 vs 8 (3.0%) in group 2 (p < 0.01). CONCLUSION: Doppler ultrasound assessment of patients at intermediate clinical risk of testicular torsion significantly reduced the frequency of negative surgical explorations without increased rate of missed testicular torsions.",0
2165,"The actual prevalence of superficial endometriosis is not known. However, it is considered the most common subtype of endometriosis. The diagnosis of superficial endometriosis remains difficult. In fact, little is known about the ultrasound features of superficial endometriotic lesions. In this study, we aimed to describe the appearance of superficial endometriosis lesions at ultrasound examination, with laparoscopic and/or histologic correlation. This is a prospective study on a series of 52 women with clinical suspicion of pelvic endometriosis who underwent preoperative transvaginal ultrasound and received a confirmed diagnosis of superficial endometriosis via laparoscopy. Women with ultrasound or laparoscopic findings of deep endometriosis were not included. We observed that superficial endometriotic lesions may appear as a solitary lesions, multiple separate lesions, and cluster lesions. The lesions may exhibit the presence of hypoechogenic associated tissue, hyperechoic foci, and/or velamentous (filmy) adhesions. The lesion may be convex, protruding from the peritoneal surface, or it may appear as a concave defect in the peritoneum. Most lesions exhibited several features. We conclude that transvaginal ultrasound may be useful for diagnosing superficial endometriosis, as these lesions may exhibit different ultrasound features.",0
2166,"Diagnostic ultrasound contrast agents have been developed for enhancing the echogenicity of blood and for delineating other structures of the body. Approved agents are suspensions of gas bodies (stabilized microbubbles), which have been designed for persistence in the circulation and strong echo return for imaging. The interaction of ultrasound pulses with these gas bodies is a form of acoustic cavitation, and they also may act as inertial cavitation nuclei. This interaction produces mechanical perturbation and a potential for bioeffects on nearby cells or tissues. In vitro, sonoporation and cell death occur at mechanical index (MI) values less than the inertial cavitation threshold. In vivo, bioeffects reported for MI values greater than 0.4 include microvascular leakage, petechiae, cardiomyocyte death, inflammatory cell infiltration, and premature ventricular contractions and are accompanied by gas body destruction within the capillary bed. Bioeffects for MIs of 1.9 or less have been reported in skeletal muscle, fat, myocardium, kidney, liver, and intestine. Therapeutic applications that rely on these bioeffects include targeted drug delivery to the interstitium and DNA transfer into cells for gene therapy. Bioeffects of contrast-aided diagnostic ultrasound happen on a microscopic scale, and their importance in the clinical setting remains uncertain.",0
2167,"Objective To assess the value of ultrasound, if indicated, supplemented by sialendoscopy, in the diagnosis of sialolithiasis. Study Design Retrospective study. Setting Referring center for salivary gland diseases. Subjects and Methods All patients who presented with a suspected diagnosis of obstructive sialopathy between January 2011 and April 2017 and had not undergone any treatment were retrospectively evaluated. A total of 2052 patients and 2277 glands were included in the study. Ultrasound examinations were carried out initially and followed by sialendoscopy in all cases. Direct demonstration of sialothiasis by sialendoscopy, transoral ductal surgery, and discharge of concrements/observation of fragments during sialendoscopy after extracorporeal shock-wave lithotripsy were regarded as definitive evidence of sialolithiasis. Results Ultrasound had an accuracy, sensitivity, specificity, positive predictive value, and negative predictive value of 94.77%, 94.91%, 94.57%, 96.14%, and 92.89%, respectively, for the diagnosis of sialolithiasis. All false-positive findings were correctly diagnosed, and in all false-negative findings, stones/fragments were visualized by sialendoscopy. Over 95% of the false-negative findings in major salivary glands (64/67) had visible ductal dilation in sonography, and in 73.1%, the stones not detected on ultrasound were located in the distal part of the duct, which is easily accessible with the sialendoscope. Conclusion This study shows that sialolithiasis can be diagnosed using ultrasonography with a high degree of certainty. If supplemented by sialendoscopy, the correct diagnosis could be established in virtually all cases of sialolithiasis. Ultrasound supplemented by sialendoscopy has the potential to serve as an alternative diagnostic standard in the future.",0
2169,"OBJECTIVES: To assess the validity of Doppler ultrasound in the diagnosis of giant cell arteritis (GCA), using the American College of Rheumatology (ACR) criteria and biopsy and using as gold standard the patient's definitive clinical diagnosis. METHODS: An observational, descriptive and analytical study of 451 consecutive patients with suspected GCA was conducted, and the clinical history and ultrasound findings of the patients were reviewed. The validity of ACR criteria, temporal arteritis biopsy (TAB) and Doppler ultrasound in the diagnosis of GCA was calculated using the final diagnosis of the doctor in charge as the gold standard. RESULTS: The validity and security of the diagnostic tests used were as follows: ACR criteria had 65.37% sensitivity and 62.89% specificity; positive predictive value [PPV] 70%; negative predictive value [NPV] 57.82%, likelihood ratio [LR] + 1.7619 and LR - 0.5506. Doppler ultrasonography had 91.60% sensitivity and 95.83% specificity; PPV 96.62%; NPV 89.76%, LR + 21.81 and LR - 0.0876; TA biopsy 42.86% sensitivity and 100% specificity; PPV 100%; NPV 35.71% and LR - 0.5714. CONCLUSIONS: The halo sign, especially if bilateral, is a strong predictor of GCA with a level of accuracy sufficient to recommend its introduction into clinical practice and, in our opinion, should be considered in future classification criteria sets.",0
2170,"It is an era of diagnostic and interventional ultrasound (US). Various new techniques such as three-dimensional US (3D US), interventional US, and contrast-enhanced US (CEUS) have been introduced into clinical practice. Dr. Xu and his colleagues have taken advantage of these techniques and carried out a series of relevant studies. Their use of 3D US in the liver, gallbladder, liver tumor volumetry, guidance for ablation, and 3D CEUS has widened the application of 3D US in the clinic. They found that prognosis in patients with hepatocellular carcinoma (HCC) after thermal ablation with curative intent was determined by treatment response to ablation, pretreatment serum AFP, and liver function reserve. Tumor response to treatment was the most predictive factor for long-term survival. They compared the use of percutaneous microwave ablation and radiofrequency ablation for the treatment of HCC and found that both are effective methods in treating HCCs. The local tumor control, complications related to treatment, and long-term survival were equivalent for the two modalities. They first compared the enhancement patterns of HCC and intrahepatic cholangiocarcinoma (ICC) and proposed the diagnostic clues for ICC, liver angiomyolipoma (AML), gallbladder cancer, renal carcinoma, and renal AML, which have greatly enhanced the role of CEUS in the clinic. They also evaluated the diagnostic performance of CEUS in characterizing complex cystic focal liver lesions and the agreement between two investigators with different experience levels; and found that CEUS is especially useful for the young investigator. They assessed the effect of anti-angiogenic gene therapy for HCC treated by microbubble-enhanced US exposure and concluded that gene therapy mediated by US exposure enhanced by a microbubble contrast agent may become a new treatment option for HCC.",0
2171,"INTRODUCTION: the provision of basic diagnostic imaging services is pivotal to achieving universal health coverage. An estimated two-thirds of the world's population have no access to basic diagnostic imaging. Accurate data on current imaging equipment resources are required to inform health delivery strategy and policy at national level. This is an audit of Zimbabwean public sector diagnostic ultrasound resources and services. METHODS: utilising the Ministry of Health and Child Care (MHCC) database, sequential interviews were conducted with provincial health authorities and local facility managers. Ultrasound equipment, personnel and services in all hospitals and clinics, nationally were recorded, collated, and analysed for the whole country, and by province. RESULTS: of the 1798 Zimbabwean public sector healthcare facilities, sixty-six (n=66, 3.67%) have ultrasound equipment. Ninety-nine (n=99) ultrasound units are distributed across the sonar facilities, representing a national average of 8 units per million people. More than half the equipment units (n=53, 54%) are in secondary-level healthcare facilities (district and mission hospitals), and approximately one-fifth (n=22, 22%) in the central hospitals (quaternary level). The best-resourced province has twice the resources of the least resourced. One-hundred and forty-two (n=142) healthcare workers, from six different professional groups, provide the public sector ultrasound service. Most facilities with sonar equipment (n=64/66, 97%) provide obstetrics and gynaecology services, while general abdominal scanning is available at one third (n=22, 33%). Two facilities with ultrasound equipment have no capacity to offer a sonography service. CONCLUSION: in order to reach the WHO recommendation of 20 sonar units per million people, an estimated 140 additional sonar units are required nationally. The need is greatest in Masvingo, Midlands and Mashonaland East Provinces. Task-shifting plays a key role in the provision of Zimbabwean sonar services. Consideration should be given to formal training and accreditation of all healthcare workers involved in sonar service delivery.",0
2172,"Diagnostic value between ultrasound elastography and ultrasound-guided fine needle puncture biopsy in thyroid nodules was compared to provide reference for the selection of thyroid nodule (TN) diagnostic mode. A total of 194 patients with TN, admitted from June 2014 to June 2015, were selected to be treated with ultrasound elastography and ultrasound-guided fine needle puncture biopsy. The ultrasonic elasticity score and results of ultrasound-guided TN puncture were compared with diagnostic results of surgical or ultrasound follow-up for 12 months, and the sensitivity, specificity and accuracy of differentiating and diagnosing TN of the two methods were calculated to compare the clinical diagnostic values. A total of 194 patients were diagnosed with TN 217, including 129 benign and 88 malignant lesions. All the nodules were obtained by effective ultrasound elastography and ultrasound-guided fine needle puncture cytological pathological specimens, and it was diagnosed by ultrasound elastography that there were 75 benign nodules and 142 malignant nodules. It was diagnosed by ultrasound-guided fine needle puncture that there were 112 benign, 78 malignant and 27 uncertain nodules. The specificity and accuracy of ultrasound-guided fine needle puncture in the diagnosis of TN were higher than that of ultrasound elastography and the differences were statistically significant (P<0.05), while there was no statistically significant difference between the sensitivity of ultrasound elastography and ultrasound-guided fine needle puncture biopsy in the diagnosis of TN (P>0.05). Ultrasound elastography in the diagnosis of TN has a low specificity and the diagnosis of ultrasound-guided fine needle puncture biopsy may have uncertain results. There are some defects in the two diagnostic schemes and their combined application can complement each other's advantages and improve the early diagnostic efficiency of TN.",0
2173,"BACKGROUND: Diaphragmatic myoclonus is a rare disorder of repetitive diaphragmatic contractions, acknowledged to be a spectrum that includes psychogenic features. Electromyography has been the diagnostic tool most commonly used in the literature. METHODS: To test if we could perform a noninvasive technique to delineate the diaphragm as the source of abnormal movements and demonstrate distractibility and entrainability, we used B-mode ultrasound in a patient with diaphragmatic myoclonus. RESULTS: Ultrasound imaging clearly delineated the diaphragm as the source of her abdominal movements. We were able to demonstrate entrainability of the diaphragm to hand tapping to a prescribed rhythm set by examiner. CONCLUSION: We recommend the use of ultrasound as a noninvasive, convenient diagnostic tool for further studies of diaphragmatic myoclonus. We agree with previous findings that diaphragmatic myoclonus may be a functional movement disorder, as evidenced by distractibility and entrainability demonstrated on real-time video with ultrasonography.",0
2175,"OBJECTIVE: Hürthle cell carcinomas (HCCs) of the thyroid have been recently reclassified as a separate entity due to their distinct clinical and molecular profiles. Few studies have assessed the ability of preoperative characteristics in differentiating HCCs from Hürthle cell adenomas (HCAs) due to the low prevalence of both lesions. This study aimed to compare the preoperative features of HCCs and HCAs and evaluate the diagnostic performance of ultrasound in distinguishing between both. SUBJETCS AND METHODS: Retrospective study including 101 patients (52 HCCs and 49 HCAs) who underwent thyroid surgery from 2000 to 2016. Clinical, ultrasonographic, and histological data were reviewed. Diagnostic performance of suspicious sonographic features was analyzed in 51 cases (24 HCCs and 27 HCAs). RESULTS: Hürthle cell neoplasms were predominant in females. Subjects ≥ 55 years represented 58% of the cases of HCCs and 53% of those of HCAs. Carcinomas were significantly larger (p < 0.001), and a tumor size ≥ 4 cm significantly increased the risk of malignancy (odds ratio 3.67). Other clinical, cytologic, and sonographic data were similar between HCCs and HCAs. Among the HCCs, the lesions were purely solid in 54.2%, hypoechoic in 37.5%, and had coarse calcifications in 12.5%, microcalcifications in 8.3%, irregular contours in 4.2%, and a taller-than-wide shape in 16.7%. Predominantly/exclusive intranodular vascularization was observed in 52.6%. Overall, 58% of the HCCs were classified as TI-RADS 4 or 5 compared with 48% of the HCAs. TI-RADS 4 or 5 had a specificity of only 51.8% and a positive likelihood ratio of 1.21. CONCLUSIONS: Apart from the lesion size, no other preoperative feature adequately distinguished HCCs from HCAs. Sonographic characteristics raising suspicion for malignancy, which are mostly present in papillary carcinomas, were infrequent in HCCs. New tools must be developed to improve preoperative diagnosis and deferral of surgery in cases of adenomas.",0
2177,"Recent advances in microelectronic and piezoelectric technology have permitted development of miniaturized ultrasound devices capable of real-time tomographic intravascular imaging. Initial studies have successfully employed intravascular ultrasound to augment angiography in both diagnostic and therapeutic catheterization. The cross-sectional perspective of intravascular ultrasound appears to be ideally suited for precision measurements of luminal diameter and cross-sectional area. In addition, ultrasound improves assessment of problem lesions such as ostial stenoses or disease at bifurcations. Intravascular imaging provides unique, detailed cross-sectional images of the arterial wall not previously obtainable in vivo by any other technique and is more sensitive than angiography in detecting atherosclerosis. Intravascular ultrasound images of atherosclerotic wall abnormalities have the potential to augment greatly the understanding of the anatomy and pathophysiology of coronary disease. For interventional applications, ultrasound analysis of lesion characteristics offers many potential advantages. Evaluation of the normal reference segment used for device sizing constitutes an important emerging application for intravascular imaging. After the procedure, intravascular ultrasound often yields smaller luminal size measurements than angiography and greater of stenosis. These differences probably reflect augmentation of the apparent angiographic diameter by extraluminal contrast within cracks, fissures or dissection planes. New ultrasound instruments under development combine an imaging transducer with an interventional device, permitting on-line guidance during the procedure. Although the clinical value of routine ultrasound imaging before or after mechanical revascularization has not been tested by randomized trials, it seems likely that this new imaging modality will provide valuable insights into diverse phenomena such as abrupt occlusion and restenosis. Accordingly, we anticipate a continuing role for this modality in cardiovascular interventional therapy.",0
2178,"Ultrasonography (US) is an inexpensive, convenient, and effective tool that can be used to evaluate the shoulder. It does not expose the patient to harmful radiation and can be used to evaluate the musculoskeletal system dynamically. Additionally, US is not subject to metal artifacts when evaluating patients with previously placed hardware. Over the years, US has been found to be reliable and accurate for diagnosing rotator cuff tears (RCTs), despite its operatordependence. The usage of US for diagnosing RCTs in orthopedic practice varies depending on practitioners' familiarity with the exam and the availability of experienced technicians. The purpose of this article is to review the diagnostic accuracy of US for identifying RCTs.",0
2179,"An operationally available diagnostic imaging capability augments spaceflight medical support by facilitating the diagnosis, monitoring and treatment of medical or surgical conditions, by improving medical outcomes and, thereby, by lowering medical mission impacts and the probability of crew evacuation due to medical causes. Microgravity-related physiological changes occurring during spaceflight can affect the genitourinary system and potentially cause conditions such as urinary retention or nephrolithiasis for which ultrasonography (U/S) would be a useful diagnostic tool. This study describes the first genitourinary ultrasound examination conducted in space, and evaluates image quality, frame rate, resolution requirements, real-time remote guidance of nonphysician crew medical officers and evaluation of on-orbit tools that can augment image acquisition. A nonphysician crew medical officer (CMO) astronaut, with minimal training in U/S, performed a self-examination of the genitourinary system onboard the International Space Station, using a Philips/ATL Model HDI-5000 ultrasound imaging unit located in the International Space Station Human Research Facility. The CMO was remotely guided by voice commands from experienced, earth-based sonographers stationed in Mission Control Center in Houston. The crewmember, with guidance, was able to acquire all of the target images. Real-time and still U/S images received at Mission Control Center in Houston were of sufficient quality for the images to be diagnostic for multiple potential genitourinary applications. Microgravity-based ultrasound imaging can provide diagnostic quality images of the retroperitoneum and pelvis, offering improved diagnosis and treatment for onboard medical contingencies. Successful completion of complex sonographic examinations can be obtained even with minimally trained nonphysician ultrasound operators, with the assistance of ground-based real-time guidance.",0
2180,"PURPOSE OF REVIEW: Ultrasound has developed significantly over the past decade, becoming a potent imaging modality for the assessment of inflammatory arthritis. Until recently, few published data were available with respect to the use of ultrasound imaging in patients with spondyloarthropathy. This review examines the current state of ultrasound imaging with respect to spondyloarthritis and describes some of the limitations that need to be addressed. RECENT FINDINGS: Ultrasound imaging has been shown to be more sensitive than clinical examination in detecting many features of spondyloarthritis, such as synovitis and enthesitis. The ability to detect subclinical disease and demonstrate a clear response to therapeutic intervention makes this imaging modality a potential tool for both diagnostic and monitoring purposes. Despite this, a number of issues including a lack of standardization of ultrasound assessment of musculoskeletal disorders continue to hamper its progress. New three-dimensional technology is a promising development, which may allow this problem to be addressed. SUMMARY: Improving the ability of the rheumatologist to predict prognosis and guide therapeutic intervention is a long-term goal to which ultrasound may be able to provide a significant contribution. The addition of a novel imaging modality to currently available assessment tools may provide rheumatologists with a more precise working framework, which may be exploited for the benefits of the patients.",0
2181,"The performance of transabdominal ultrasound (US) in chronic pancreatitis (CP) following the advances in US technology made during recent decades has not been explored. Our aim in this prospective study was to evaluate the diagnostic accuracy of modern abdominal US compared with the Mayo score in CP. One hundred thirty-four patients referred for suspected CP were included in the study. Fifty-four patients were assigned the diagnosis CP. After inclusion, transabdominal US was performed. Ductal features (calculi, dilations and caliber variations, side-branch dilations and hyper-echoic duct wall margins) and parenchymal features (calcifications, cysts, hyper-echoic foci, stranding, lobulation and honeycombing) were recorded. Features were counted and scored according to a weighting system defined at the international consensus meeting in Rosemont, Illinois (Rosemont score). Diagnostic performance indices (95% confidence interval) of US were calculated: The unweighted count of features had a sensitivity of 0.69 (0.54-0.80) and specificity of 0.97 (0.90-1). The Rosemont score had a sensitivity of 0.81 (0.69-0.91) and specificity of 0.97 (0.90-1). Exocrine pancreatic failure was most pronounced in Rosemont groups I and II (p < 0.001). We conclude that using both unweighted and weighted scores, the diagnostic accuracy of modern transabdominal US is good. The extent of pancreatic changes detected by the method is correlated with exocrine pancreatic function.",0
2182,"PURPOSE OF REVIEW: Bronchoscopy is a minimally invasive method for diagnosing lung diseases, but the technique has some limitations. In case of parabronchial lesions, the view is limited to the inner surface. Therefore, endobronchial ultrasound systems were developed. For obtaining biopsies of peripheral lung lesions, a new real-time guidance system shows promising results. In this review the authors assess the most important and interesting articles in both fields. RECENT FINDINGS: In a trial it was shown that with the help of endobronchial ultrasound the diagnosing and staging of lung cancer and other pathologies could be improved. It is a safe technique and it has proved extremely useful during diagnostic and interventional procedures. With the navigation conclusive, biopsies were obtained in nearly 70% of the patients without any severe side effects. SUMMARY: Endobronchial ultrasound proved to be useful in high-resolution imaging of the multilayer structures of the bronchial wall and the adjacent mediastinal structures at a distance of as much as 4 cm. Lymph nodes could be easily localized for transbronchial needle aspiration. In many instances it was superior for staging lung cancer and other pathologies. Real-time electromagnetic-guided bronchoscopy, coupled with computed tomography is a feasible and safe method for obtaining biopsies from peripheral lung lesions.",0
2183,"OBJECTIVE: The first objective was to identify whether increased experience, gauged by number of procedures performed posttraining, is correlated with greater likelihood of obtaining joint fluid in diagnostic aspirations. The second objective was to identify whether trainee involvement at the time of procedure affected the success rate of the procedure (which in this case was obtaining fluid on aspiration). DESIGN: This was a retrospective analysis of fluoroscopic- and ultrasound-guided large joint aspirations. Logarithmic fit was performed to identify the presence of a learning curve to the successful attainment of fluid with experience. Logistic regression analysis was used to identify whether trainee presence for a procedure affected fluid attainment. RESULTS: Ultrasound did not demonstrate a significant fit to the logarithmic curve ( P = 0.447), whereas fluoroscopy did ( P < 0.001), indicative of a learning curve for fluoroscopy. After adjusting for covariates, joint fluid was successfully attained at a similar rate whether trainees were present or not. Significant independent factors related to successful joint fluid attainment were image guidance technique ( P = 0.001), body mass index ( P = 0.032), and joint aspirated (overall P < 0.001). CONCLUSION: There was a statistically significant learning curve for fluoroscopic-guided joint aspirations, but not with ultrasound guidance. Trainee involvement did not affect the success rate of joint aspirations.",0
2184,"Observations with diagnostic ultrasound in renal disease over a 10-year period are reviewed. The advantages of diagnostic methods involving the least possible discomfort to the patient are emphasized. Ultrasonography is regarded as a reliable non-invasive method for the diagnostic differentiation between renal tumours and cysts. It was used by the authors for this purpose in 740 cases. Renal tumours were found by this method in 622, and renal cysts in 118 cases. Of the 740 patients, 726 underwent surgery. The preoperative ultrasonic diagnosis of renal tumour proved to be correct in 91.8 per cent, that of renal cyst in 88.9 per cent of the respective surgical cases. Ultrasonography also lends itself to the follow-up of polycystic disease of the kidney, being suited for its early diagnosis, as well as to its identification in the stage of renal failure when the traditional diagnostic methods are no longer practicable.",0
2187,"The preparation and application of anatomic models and phantoms to facilitate learning diagnostic ultrasound is described. Imaging with diagnostic ultrasound requires mastery of many skills, along with knowledge of sound-tissue interactions which contribute to the formation of diagnostic images and artifacts. Understanding the genesis of artifacts encountered during ultrasound scanning can avoid misinterpretation and aid diagnosis. In addition, development of machine related knowledge and skills, including manipulation of the transducer and the selection of correct settings for variables such as gain, power, time-gain compensation, and transducer type, is dependent on an understanding of how these factors affect the image. The normal appearance of an organ relates to both its echogenicity and morphologic characteristics, and confirmation of the nature of an abnormality often requires ultrasound guided biopsy. The use of anatomic models and phantoms in ultrasound instruction allows principles to be demonstrated, knowledge acquired, and biopsy procedures practiced and mastered in a controlled setting. This can minimize live animal use, and enhance the knowledge base and skills of the clinician prior to applying this diagnostic technique to the clinical patient.",0
2188,"BACKGROUND: Ultrasound is frequently used to measure activity in the lumbar multifidus muscle (LMM). However previous reliability studies on diagnostic ultrasound and LMM have included a limited number of subjects and few have used Bland-Altman's Limits of Agreement (LOA). Further one does not know if activity affects the subjects' ability to contract the LMM. METHODS: From January 2012 to December 2012 an inter- and intra-examiner reliability study was carried out in a clinical setting. It consisted of a total of four experiments with 30 subjects in each study. Two experienced examiners performed all measurements. Ultrasound measurements were made of: 1. the LMM in the resting state, 2. during a contracted state, 3. on subsequent days, and, before and after walking. Reliability and agreement was tested for 1. resting LMM, 2. contracted LMM, and 3. thickness change in the LMM. Mean values of three measurements were used for statistical analysis for each spinal level. The intra-class correlation coefficient (ICC) 3.1 and 3.2 was used to test for reliability, and Bland-Altman's LOA method to test for agreement. RESULTS: All of the studies indicate high levels of reliability, but as the LMM thickness increased (increasing contraction) the agreement between examiners was poorer than for low levels of contraction. CONCLUSIONS: The use of diagnostic ultrasound to measure the LMM seems to be reliable in subjects who have little or no change in thickness of the LMM with contraction.",0
2189,"Ultrasound has many industrial applications but it was first introduced as a medical diagnostic aid in the 1940s with its first veterinary application, the detection of ovine pregnancy, being reported in 1966. Since then, improvements in equipment quality combined with an increased awareness of the benefits of ultrasound as an imaging technique have led to its widespread use in the veterinary field. Recent advances in computer technology have significantly influenced equipment design and the miniaturization of transducers allows intra-operative and intra-vascular applications. Software advances have improved the ability to manipulate and process data, leading to an increased amount of information being obtained from each examination and the advent of 'remote diagnosis'. Ultrasound guided interventional techniques can now be used for diagnostic or therapeutic purposes. Many of these developments have been introduced by equipment manufacturers but have found specific applications in the veterinary field. Ultrasound is currently employed in a very diverse range of situations, not just as a diagnostic tool in the routine clinical workup of a range of species, but also for disease screening, conservation projects, commercial services, herd management and clinical research.",0
